day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon anneal,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_30,request_scratch,cau100_afr0_asi0_30,regional_30,50,150,912,70,0,1,0.01,1,0.001,0.98,50,120,150,29,47,5,11,10,42,1,5,9,34,0,11,7,54,0,5,29,47,5,11,10,42,1,5,-14256,0.0,41,5,12151,46,0,0,0
1,True,reg_30,request_scratch,cau100_afr0_asi0_30,regional_30,50,150,912,70,0,1,0.01,1,0.001,0.98,50,70,79,8,32,1,5,4,27,0,2,1,17,0,9,6,30,0,7,8,32,1,5,4,27,0,2,-5226,0.0,25,9,3877,34,0,0,0
2,True,reg_30,request_scratch,cau100_afr0_asi0_30,regional_30,50,150,912,70,0,1,0.01,1,0.001,0.98,50,66,116,18,44,1,6,8,37,0,2,8,27,0,7,3,19,0,2,18,44,1,6,8,37,0,2,-7722,0.0,29,1,6261,30,0,0,0
3,True,reg_30,request_scratch,cau100_afr0_asi0_30,regional_30,50,150,912,70,0,1,0.01,1,0.001,0.98,50,40,71,12,32,1,5,6,14,0,1,1,12,2,4,0,20,1,0,12,32,1,5,6,14,0,1,-3045,0.0,15,4,2251,19,0,0,0
4,True,reg_30,request_scratch,cau100_afr0_asi0_30,regional_30,50,150,912,70,0,1,0.01,1,0.001,0.98,50,80,104,15,34,1,4,17,32,0,1,4,21,2,18,9,16,7,3,15,34,1,4,17,32,0,1,-7861,0.0,31,6,6245,37,0,0,0
5,True,reg_30,request_scratch,cau100_afr0_asi0_30,regional_30,50,150,912,70,0,1,0.01,1,0.001,0.98,50,21,95,14,32,4,7,7,30,0,1,1,9,2,1,2,3,0,3,14,32,4,7,7,30,0,1,-1981,0.0,3,3,1798,6,0,0,0
6,True,reg_30,request_scratch,cau100_afr0_asi0_30,regional_30,50,150,912,70,0,1,0.01,1,0.001,0.98,50,4,73,8,36,0,2,6,18,1,2,0,2,0,0,0,2,0,0,8,36,0,2,6,18,1,2,-336,0.0,1,0,286,1,0,0,0
7,True,reg_30,request_scratch,cau100_afr0_asi0_30,regional_30,50,150,912,70,0,1,0.01,1,0.001,0.98,50,90,80,11,33,0,3,1,30,1,1,12,31,0,4,5,33,3,2,11,33,0,3,1,30,1,1,-7363,0.0,47,3,4980,50,0,0,0
8,True,reg_30,request_scratch,cau100_afr0_asi0_30,regional_30,50,150,912,70,0,1,0.01,1,0.001,0.98,50,97,113,26,39,1,5,8,29,2,3,2,26,0,16,8,37,2,6,26,39,1,5,8,29,2,3,-10252,0.0,44,6,7986,50,0,0,0
9,True,reg_30,request_scratch,cau100_afr0_asi0_30,regional_30,50,150,912,70,0,1,0.01,1,0.001,0.98,50,80,90,10,34,0,5,7,34,0,0,7,38,1,4,4,24,0,2,10,34,0,5,7,34,0,0,-7577,0.0,41,1,5516,42,0,0,0
10,True,reg_30,request_scratch,cau100_afr0_asi0_30,regional_30,50,150,912,70,0,1,0.01,1,0.001,0.98,50,91,99,16,28,5,2,7,38,0,3,4,40,0,10,6,29,0,2,16,28,5,2,7,38,0,3,-8096,0.0,38,5,6141,43,0,0,0
