day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon anneal,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,82,150,34,55,2,11,13,30,1,4,6,22,4,3,3,43,0,1,34,55,2,11,13,30,1,4,-10811,0.0,23,7,9584,30,0,0,0
1,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,53,59,9,24,1,2,5,15,0,3,6,26,0,4,3,12,0,2,9,24,1,2,5,15,0,3,-3595,0.0,27,1,2234,28,0,0,0
2,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,64,117,14,40,3,5,19,36,0,0,2,25,0,5,5,26,0,1,14,40,3,5,19,36,0,0,-7170,0.0,23,1,6009,24,0,0,0
3,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,32,74,14,22,2,5,8,21,0,2,0,12,0,4,1,11,0,4,14,22,2,5,8,21,0,2,-2318,0.0,8,0,1918,8,0,0,0
4,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,75,100,11,49,0,5,8,25,0,2,2,25,0,0,14,29,1,4,11,49,0,5,8,25,0,2,-7335,0.0,33,6,5619,39,0,0,0
5,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,5,92,14,39,2,6,7,24,0,0,0,3,0,2,0,0,0,0,14,39,2,6,7,24,0,0,-548,0.0,2,0,448,2,0,0,0
6,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,1,61,9,23,0,1,4,22,0,2,0,0,0,0,0,1,0,0,9,23,0,1,4,22,0,2,-71,0.0,0,1,60,1,0,0,0
7,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,48,90,15,34,2,6,9,23,0,1,0,30,0,3,3,8,0,4,15,34,2,6,9,23,0,1,-4126,0.0,14,2,3404,16,0,0,0
8,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,57,94,16,32,0,6,5,34,0,1,2,19,0,1,8,27,0,0,16,32,0,6,5,34,0,1,-5261,0.0,20,7,4184,27,0,0,0
9,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,63,93,13,44,1,3,6,25,0,1,7,25,0,2,5,21,3,0,13,44,1,3,6,25,0,1,-5967,0.0,26,2,4645,28,0,0,0
10,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,74,94,10,38,2,7,5,31,0,1,5,20,0,8,6,33,0,2,10,38,2,7,5,31,0,1,-6925,0.0,34,4,5181,38,0,0,0
11,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,57,96,18,36,1,8,6,24,1,2,7,21,0,7,3,17,2,0,18,36,1,8,6,24,1,2,-5843,0.0,26,2,4521,28,0,0,0
12,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,0,85,13,28,2,7,8,24,0,3,0,0,0,0,0,0,0,0,13,28,2,7,8,24,0,3,0,0.0,0,0,0,0,0,0,0
13,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,8,65,6,22,0,7,6,23,0,1,0,6,0,0,0,2,0,0,6,22,0,7,6,23,0,1,-703,0.0,4,0,503,4,0,0,0
14,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,83,89,12,29,3,4,7,32,1,1,9,26,0,6,4,37,0,1,12,29,3,4,7,32,1,1,-7167,0.0,41,0,5117,41,0,0,0
15,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,76,103,16,37,4,1,6,38,0,1,2,24,0,11,5,34,0,0,16,37,4,1,6,38,0,1,-8250,0.0,40,3,6217,43,0,0,0
16,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,90,83,19,26,1,2,4,30,0,1,3,25,0,10,11,39,0,2,19,26,1,2,4,30,0,1,-8121,0.0,52,1,5510,53,0,0,0
17,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,52,105,20,37,1,3,10,34,0,0,4,26,4,0,6,9,0,3,20,37,1,3,10,34,0,0,-5461,0.0,19,4,4467,23,0,0,0
18,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,34,78,11,32,1,1,4,28,1,0,0,11,2,4,0,17,0,0,11,32,1,1,4,28,1,0,-2764,0.0,11,1,2203,12,0,0,0
19,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,4,95,12,36,2,3,11,30,1,0,0,0,0,0,2,2,0,0,12,36,2,3,11,30,1,0,-485,0.0,2,1,374,3,0,0,0
20,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,9,57,12,18,2,6,1,18,0,0,2,2,0,0,1,4,0,0,12,18,2,6,1,18,0,0,-666,0.0,3,3,483,6,0,0,0
21,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,27,99,15,32,2,7,5,37,1,0,0,13,0,3,2,9,0,0,15,32,2,7,5,37,1,0,-2759,0.0,7,4,2365,11,0,0,0
22,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,50,71,8,25,2,3,1,31,0,1,8,18,0,2,6,14,2,0,8,25,2,3,1,31,0,1,-3845,0.0,23,1,2684,24,0,0,0
23,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,29,106,16,39,1,9,5,35,0,1,0,15,2,0,4,6,0,2,16,39,1,9,5,35,0,1,-3439,0.0,12,2,2817,14,0,0,0
24,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,29,61,10,35,0,5,2,8,0,1,0,15,0,4,2,8,0,0,10,35,0,5,2,8,0,1,-1752,0.0,6,4,1408,10,0,0,0
25,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,37,112,14,43,2,13,7,29,1,3,2,15,0,1,6,13,0,0,14,43,2,13,7,29,1,3,-4022,0.0,8,7,3545,15,0,0,0
26,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,6,67,10,31,0,9,1,15,0,1,2,3,0,0,0,0,0,1,10,31,0,9,1,15,0,1,-437,0.0,1,0,387,1,0,0,0
27,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,5,88,15,38,2,5,5,21,0,2,0,4,0,0,1,0,0,0,15,38,2,5,5,21,0,2,-476,0.0,1,0,426,1,0,0,0
28,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,55,66,10,29,1,3,7,15,0,1,5,12,2,2,2,25,2,5,10,29,1,3,7,15,0,1,-4279,0.0,28,1,2868,29,0,0,0
29,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,105,111,15,43,2,7,10,33,1,0,10,32,3,9,6,35,0,10,15,43,2,7,10,33,1,0,-10496,0.0,44,2,8274,46,0,0,0
30,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,60,100,15,40,1,9,6,28,0,1,6,19,0,5,5,21,0,4,15,40,1,9,6,28,0,1,-5999,0.0,24,4,4755,28,0,0,0
31,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,60,86,15,35,2,4,8,20,1,1,2,29,0,6,1,20,0,2,15,35,2,4,8,20,1,1,-5016,0.0,22,0,3916,22,0,0,0
32,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,75,102,16,39,0,2,6,38,0,1,7,25,2,12,4,17,3,5,16,39,0,2,6,38,0,1,-7990,0.0,36,2,6168,38,0,0,0
33,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,2,87,14,28,2,7,7,29,0,0,0,2,0,0,0,0,0,0,14,28,2,7,7,29,0,0,-171,0.0,0,0,171,0,0,0,0
34,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,0,65,8,24,5,6,5,15,1,1,0,0,0,0,0,0,0,0,8,24,5,6,5,15,1,1,0,0.0,0,0,0,0,0,0,0
35,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,77,85,11,30,4,5,9,24,0,2,3,28,1,10,3,32,0,0,11,30,4,5,9,24,0,2,-5948,0.0,28,1,4537,29,0,0,0
36,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,150,114,14,44,2,5,10,36,0,3,12,49,1,9,14,60,0,5,14,44,2,5,10,36,0,3,-14993,0.0,81,2,10921,83,0,0,0
37,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,43,105,18,42,1,6,8,27,0,3,6,12,0,6,6,13,0,0,18,42,1,6,8,27,0,3,-4484,0.0,14,1,3773,15,0,0,0
38,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,93,74,15,21,0,6,7,22,1,2,5,33,0,12,3,40,0,0,15,21,0,6,7,22,1,2,-6041,0.0,40,3,4008,43,0,0,0
39,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,126,129,19,47,2,7,10,42,1,1,7,51,3,4,7,51,2,1,19,47,2,7,10,42,1,1,-14258,0.0,59,2,11286,61,0,0,0
40,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,8,88,16,29,4,5,6,28,0,0,0,3,1,0,0,4,0,0,16,29,4,5,6,28,0,0,-815,0.0,2,3,682,5,0,0,0
41,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,6,68,11,17,1,7,3,27,0,2,0,2,2,2,0,0,0,0,11,17,1,7,3,27,0,2,-493,0.0,2,0,393,2,0,0,0
42,True,reg_45,request_scratch,cau100_afr0_asi0_45,regional_45,50,150,912,70,0,1,0.01,1,0.001,0.98,50,129,86,15,29,3,4,8,27,0,0,4,52,2,11,17,37,2,4,15,29,3,4,8,27,0,0,-9997,0.0,68,6,6531,74,0,0,0
