day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon anneal,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_21,request_scratch,cau100_afr0_asi0_21,regional_21,50,150,912,70,0,1,0.01,1,0.001,0.98,50,52,150,24,56,4,9,6,51,0,0,2,20,0,0,10,19,0,1,24,56,4,9,6,51,0,0,-7627,0.0,15,9,6778,24,0,0,0
1,True,reg_21,request_scratch,cau100_afr0_asi0_21,regional_21,50,150,912,70,0,1,0.01,1,0.001,0.98,50,52,37,6,17,1,1,2,10,0,0,7,9,1,7,4,22,0,2,6,17,1,1,2,10,0,0,-2843,0.0,32,0,1243,32,0,0,0
2,True,reg_21,request_scratch,cau100_afr0_asi0_21,regional_21,50,150,912,70,0,1,0.01,1,0.001,0.98,50,149,133,27,58,2,3,7,35,0,1,12,50,1,14,6,65,0,1,27,58,2,3,7,35,0,1,-19593,0.0,93,1,14932,94,0,0,0
3,True,reg_21,request_scratch,cau100_afr0_asi0_21,regional_21,50,150,912,70,0,1,0.01,1,0.001,0.98,50,107,73,11,23,3,6,4,23,2,1,9,45,0,14,5,33,0,1,11,23,3,6,4,23,2,1,-6553,0.0,50,2,4031,52,0,0,0
4,True,reg_21,request_scratch,cau100_afr0_asi0_21,regional_21,50,150,912,70,0,1,0.01,1,0.001,0.98,50,67,134,15,44,4,13,5,50,0,3,3,28,5,0,9,21,1,0,15,44,4,13,5,50,0,3,-7944,0.0,15,12,7062,27,0,0,0
5,True,reg_21,request_scratch,cau100_afr0_asi0_21,regional_21,50,150,912,70,0,1,0.01,1,0.001,0.98,50,13,68,14,20,1,3,11,19,0,0,0,6,0,5,0,2,0,0,14,20,1,3,11,19,0,0,-1233,0.0,8,0,833,8,0,0,0
6,True,reg_21,request_scratch,cau100_afr0_asi0_21,regional_21,50,150,912,70,0,1,0.01,1,0.001,0.98,50,8,87,14,27,1,4,8,30,1,2,0,2,0,0,0,6,0,0,14,27,1,4,8,30,1,2,-693,0.0,0,3,660,3,0,0,0
7,True,reg_21,request_scratch,cau100_afr0_asi0_21,regional_21,50,150,912,70,0,1,0.01,1,0.001,0.98,50,65,71,10,28,0,4,5,21,0,3,5,22,0,3,1,34,0,0,10,28,0,4,5,21,0,3,-4901,0.0,31,2,3329,33,0,0,0
8,True,reg_21,request_scratch,cau100_afr0_asi0_21,regional_21,50,150,912,70,0,1,0.01,1,0.001,0.98,50,40,113,19,46,0,12,8,25,0,3,2,16,0,3,4,13,0,2,19,46,0,12,8,25,0,3,-4586,0.0,12,5,3931,17,0,0,0
9,True,reg_21,request_scratch,cau100_afr0_asi0_21,regional_21,50,150,912,70,0,1,0.01,1,0.001,0.98,50,131,65,8,28,1,6,1,20,0,1,12,48,0,5,12,51,0,3,8,28,1,6,1,20,0,1,-8971,0.0,86,2,4649,88,0,0,0
10,True,reg_21,request_scratch,cau100_afr0_asi0_21,regional_21,50,150,912,70,0,1,0.01,1,0.001,0.98,50,62,130,11,55,1,9,8,44,0,2,6,20,2,2,2,24,0,6,11,55,1,9,8,44,0,2,-7316,0.0,15,6,6500,21,0,0,0
11,True,reg_21,request_scratch,cau100_afr0_asi0_21,regional_21,50,150,912,70,0,1,0.01,1,0.001,0.98,50,103,67,17,22,1,3,6,18,0,0,18,25,0,9,0,46,0,5,17,22,1,3,6,18,0,0,-7568,0.0,63,0,4418,63,0,0,0
12,True,reg_21,request_scratch,cau100_afr0_asi0_21,regional_21,50,150,912,70,0,1,0.01,1,0.001,0.98,50,2,123,8,47,3,11,10,41,2,1,0,2,0,0,0,0,0,0,8,47,3,11,10,41,2,1,-243,0.0,0,0,243,0,0,0,0
13,True,reg_21,request_scratch,cau100_afr0_asi0_21,regional_21,50,150,912,70,0,1,0.01,1,0.001,0.98,50,42,29,2,9,1,2,6,8,0,1,2,22,0,0,1,17,0,0,2,9,1,2,6,8,0,1,-1674,0.0,20,1,663,21,0,0,0
14,True,reg_21,request_scratch,cau100_afr0_asi0_21,regional_21,50,150,912,70,0,1,0.01,1,0.001,0.98,50,105,143,24,52,2,9,10,43,3,0,19,30,1,5,7,37,0,6,24,52,2,9,10,43,3,0,-13599,0.0,42,6,11433,48,0,0,0
15,True,reg_21,request_scratch,cau100_afr0_asi0_21,regional_21,50,150,912,70,0,1,0.01,1,0.001,0.98,50,105,70,17,18,1,4,4,24,0,2,12,42,0,7,10,29,1,4,17,18,1,4,4,24,0,2,-7340,0.0,59,2,4368,61,0,0,0
16,True,reg_21,request_scratch,cau100_afr0_asi0_21,regional_21,50,150,912,70,0,1,0.01,1,0.001,0.98,50,61,126,17,44,1,2,6,56,0,0,8,25,0,6,3,15,0,4,17,44,1,2,6,56,0,0,-7825,0.0,26,2,6503,28,0,0,0
17,True,reg_21,request_scratch,cau100_afr0_asi0_21,regional_21,50,150,912,70,0,1,0.01,1,0.001,0.98,50,50,59,10,25,0,0,5,17,0,2,0,20,0,4,6,17,3,0,10,25,0,0,5,17,0,2,-3661,0.0,27,2,2289,29,0,0,0
18,True,reg_21,request_scratch,cau100_afr0_asi0_21,regional_21,50,150,912,70,0,1,0.01,1,0.001,0.98,50,67,114,22,43,0,4,10,30,1,4,3,27,4,7,3,22,0,1,22,43,0,4,10,30,1,4,-6582,0.0,17,4,5688,21,0,0,0
19,True,reg_21,request_scratch,cau100_afr0_asi0_21,regional_21,50,150,912,70,0,1,0.01,1,0.001,0.98,50,0,86,13,31,2,4,5,30,0,1,0,0,0,0,0,0,0,0,13,31,2,4,5,30,0,1,0,0.0,0,0,0,0,0,0,0
20,True,reg_21,request_scratch,cau100_afr0_asi0_21,regional_21,50,150,912,70,0,1,0.01,1,0.001,0.98,50,9,64,8,30,1,5,5,15,0,0,3,5,1,0,0,0,0,0,8,30,1,5,5,15,0,0,-741,0.0,4,0,541,4,0,0,0
21,True,reg_21,request_scratch,cau100_afr0_asi0_21,regional_21,50,150,912,70,0,1,0.01,1,0.001,0.98,50,83,91,14,26,2,6,8,34,1,0,7,26,5,14,0,28,0,3,14,26,2,6,8,34,1,0,-7400,0.0,37,4,5506,41,0,0,0
22,True,reg_21,request_scratch,cau100_afr0_asi0_21,regional_21,50,150,912,70,0,1,0.01,1,0.001,0.98,50,73,105,16,33,1,7,12,34,0,2,4,32,0,9,5,18,1,4,16,33,1,7,12,34,0,2,-7312,0.0,31,0,5762,31,0,0,0
23,True,reg_21,request_scratch,cau100_afr0_asi0_21,regional_21,50,150,912,70,0,1,0.01,1,0.001,0.98,50,104,87,14,30,3,7,14,16,1,2,7,37,0,12,7,40,0,1,14,30,3,7,14,16,1,2,-7704,0.0,46,3,5371,49,0,0,0
24,True,reg_21,request_scratch,cau100_afr0_asi0_21,regional_21,50,150,912,70,0,1,0.01,1,0.001,0.98,50,70,121,24,37,3,8,6,41,1,1,2,20,0,8,4,36,0,0,24,37,3,8,6,41,1,1,-8286,0.0,29,5,6781,34,0,0,0
25,True,reg_21,request_scratch,cau100_afr0_asi0_21,regional_21,50,150,912,70,0,1,0.01,1,0.001,0.98,50,67,70,15,27,1,2,5,18,2,0,4,26,0,2,8,26,0,1,15,27,1,2,5,18,2,0,-5125,0.0,34,2,3403,36,0,0,0
