day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon anneal,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,1,0.001,0.98,50,46,150,23,65,3,9,9,39,0,2,0,15,0,0,1,27,0,3,23,65,3,9,9,39,0,2,-6884,0.0,14,7,6107,21,0,0,0
1,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,1,0.001,0.98,50,97,32,7,18,0,0,2,5,0,0,6,38,0,5,8,36,0,4,7,18,0,0,2,5,0,0,-4872,0.0,69,2,1400,71,0,0,0
2,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,1,0.001,0.98,50,54,146,22,55,0,13,9,44,1,2,3,14,1,2,12,22,0,0,22,55,0,13,9,44,1,2,-7880,0.0,18,8,6892,26,0,0,0
3,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,1,0.001,0.98,50,78,40,7,16,1,3,6,7,0,0,4,27,1,10,4,27,0,5,7,16,1,3,6,7,0,0,-3807,0.0,45,1,1546,46,0,0,0
4,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,1,0.001,0.98,50,88,143,26,54,0,6,12,42,0,3,9,24,4,3,6,36,0,6,26,54,0,6,12,42,0,3,-12075,0.0,37,4,10181,41,0,0,0
5,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,1,0.001,0.98,50,14,58,8,20,0,7,5,16,1,1,0,6,0,0,2,6,0,0,8,20,0,7,5,16,1,1,-1125,0.0,7,2,753,9,0,0,0
6,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,1,0.001,0.98,50,1,99,18,37,2,11,4,27,0,0,0,1,0,0,0,0,0,0,18,37,2,11,4,27,0,0,-98,0.0,0,0,98,0,0,0,0
7,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,1,0.001,0.98,50,86,52,4,16,1,4,5,22,0,0,0,38,0,5,3,35,2,3,4,16,1,4,5,22,0,0,-5028,0.0,48,2,2606,50,0,0,0
8,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,1,0.001,0.98,50,61,136,14,55,1,8,11,44,1,2,0,18,2,8,2,24,0,7,14,55,1,8,11,44,1,2,-7608,0.0,15,5,6803,20,0,0,0
9,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,1,0.001,0.98,50,90,60,12,23,1,2,4,18,0,0,10,21,1,8,6,40,0,4,12,23,1,2,4,18,0,0,-5431,0.0,46,2,3109,48,0,0,0
10,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,1,0.001,0.98,50,25,134,29,57,1,10,5,32,0,0,1,8,4,5,0,7,0,0,29,57,1,10,5,32,0,0,-3986,0.0,15,2,3214,17,0,0,0
