day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon anneal,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_27,request_scratch,cau100_afr0_asi0_27,regional_27,50,150,912,70,0,1,0.01,1,0.001,0.98,50,43,150,24,65,3,6,6,42,2,2,2,23,0,2,1,13,0,2,24,65,3,6,6,42,2,2,-6145,0.0,10,3,5612,13,0,0,0
1,True,reg_27,request_scratch,cau100_afr0_asi0_27,regional_27,50,150,912,70,0,1,0.01,1,0.001,0.98,50,55,33,8,11,2,1,3,7,0,1,5,17,0,3,1,27,0,2,8,11,2,1,3,7,0,1,-2228,0.0,27,0,878,27,0,0,0
2,True,reg_27,request_scratch,cau100_afr0_asi0_27,regional_27,50,150,912,70,0,1,0.01,1,0.001,0.98,50,78,145,21,66,4,7,5,41,0,1,4,28,0,3,2,37,0,4,21,66,4,7,5,41,0,1,-11218,0.0,36,3,9385,39,0,0,0
3,True,reg_27,request_scratch,cau100_afr0_asi0_27,regional_27,50,150,912,70,0,1,0.01,1,0.001,0.98,50,126,47,8,21,0,4,5,8,0,1,10,33,0,15,5,62,0,1,8,21,0,4,5,8,0,1,-6541,0.0,81,3,2458,84,0,0,0
4,True,reg_27,request_scratch,cau100_afr0_asi0_27,regional_27,50,150,912,70,0,1,0.01,1,0.001,0.98,50,28,148,19,57,5,9,9,46,0,3,0,17,0,0,1,10,0,0,19,57,5,9,9,46,0,3,-3999,0.0,3,5,3794,8,0,0,0
5,True,reg_27,request_scratch,cau100_afr0_asi0_27,regional_27,50,150,912,70,0,1,0.01,1,0.001,0.98,50,9,27,4,9,0,3,2,8,0,1,2,3,0,3,1,0,0,0,4,9,0,3,2,8,0,1,-583,0.0,7,0,233,7,0,0,0
6,True,reg_27,request_scratch,cau100_afr0_asi0_27,regional_27,50,150,912,70,0,1,0.01,1,0.001,0.98,50,0,125,15,51,1,8,4,44,1,1,0,0,0,0,0,0,0,0,15,51,1,8,4,44,1,1,0,0.0,0,0,0,0,0,0,0
7,True,reg_27,request_scratch,cau100_afr0_asi0_27,regional_27,50,150,912,70,0,1,0.01,1,0.001,0.98,50,97,25,6,8,0,0,2,9,0,0,0,35,3,6,11,41,0,1,6,8,0,0,2,9,0,0,-4389,0.0,72,3,756,75,0,0,0
8,True,reg_27,request_scratch,cau100_afr0_asi0_27,regional_27,50,150,912,70,0,1,0.01,1,0.001,0.98,50,50,150,26,53,3,10,12,43,1,2,3,19,0,4,2,21,0,1,26,53,3,10,12,43,1,2,-7285,0.0,15,2,6513,17,0,0,0
9,True,reg_27,request_scratch,cau100_afr0_asi0_27,regional_27,50,150,912,70,0,1,0.01,1,0.001,0.98,50,111,35,3,15,0,3,1,12,0,1,13,47,1,4,8,32,2,4,3,15,0,3,1,12,0,1,-5166,0.0,76,2,1344,78,0,0,0
10,True,reg_27,request_scratch,cau100_afr0_asi0_27,regional_27,50,150,912,70,0,1,0.01,1,0.001,0.98,50,27,150,27,65,2,9,15,30,0,2,4,7,0,5,0,11,0,0,27,65,2,9,15,30,0,2,-3936,0.0,3,5,3731,8,0,0,0
11,True,reg_27,request_scratch,cau100_afr0_asi0_27,regional_27,50,150,912,70,0,1,0.01,1,0.001,0.98,50,71,24,2,7,0,3,5,7,0,0,6,10,4,6,9,32,0,4,2,7,0,3,5,7,0,0,-3175,0.0,48,2,753,50,0,0,0
12,True,reg_27,request_scratch,cau100_afr0_asi0_27,regional_27,50,150,912,70,0,1,0.01,1,0.001,0.98,50,3,149,26,54,1,7,9,49,1,2,0,3,0,0,0,0,0,0,26,54,1,7,9,49,1,2,-441,0.0,0,0,441,0,0,0,0
13,True,reg_27,request_scratch,cau100_afr0_asi0_27,regional_27,50,150,912,70,0,1,0.01,1,0.001,0.98,50,11,4,0,0,0,0,1,3,0,0,2,5,0,1,0,3,0,0,0,0,0,0,1,3,0,0,-423,0.0,8,0,23,8,0,0,0
