day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon anneal,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,1,0.001,0.98,50,36,150,28,44,1,10,15,47,0,5,5,10,0,3,6,12,0,0,28,44,1,10,15,47,0,5,-5593,0.0,13,3,4910,16,0,0,0
1,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,1,0.001,0.98,50,77,23,1,9,2,2,5,4,0,0,12,12,0,4,7,36,2,4,1,9,2,2,5,4,0,0,-3285,0.0,54,2,563,56,0,0,0
2,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,1,0.001,0.98,50,60,150,20,50,3,11,12,51,1,2,4,21,2,2,6,19,2,4,20,50,3,11,12,51,1,2,-8645,0.0,19,3,7662,22,0,0,0
3,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,1,0.001,0.98,50,88,41,3,16,1,2,4,13,0,2,9,26,4,6,10,29,0,4,3,16,1,2,4,13,0,2,-4096,0.0,48,4,1652,52,0,0,0
4,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,1,0.001,0.98,50,57,149,28,55,2,7,13,44,0,0,3,22,2,0,1,29,0,0,28,55,2,7,13,44,0,0,-8523,0.0,22,4,7379,26,0,0,0
5,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,1,0.001,0.98,50,4,36,5,12,1,2,8,8,0,0,0,2,0,0,2,0,0,0,5,12,1,2,8,8,0,0,-209,0.0,1,2,137,3,0,0,0
6,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,1,0.001,0.98,50,2,117,22,42,2,4,15,28,1,3,2,0,0,0,0,0,0,0,22,42,2,4,15,28,1,3,-231,0.0,0,0,231,0,0,0,0
7,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,1,0.001,0.98,50,81,35,6,13,1,3,2,10,0,0,7,24,0,2,14,30,0,4,6,13,1,3,2,10,0,0,-4424,0.0,56,3,1591,59,0,0,0
8,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,1,0.001,0.98,50,85,140,19,55,1,6,7,50,0,2,2,33,3,14,5,22,1,5,19,55,1,6,7,50,0,2,-10692,0.0,29,6,9176,35,0,0,0
9,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,1,0.001,0.98,50,52,66,10,24,0,3,4,24,0,1,3,14,1,1,6,25,0,2,10,24,0,3,4,24,0,1,-3993,0.0,26,1,2682,27,0,0,0
10,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,1,0.001,0.98,50,28,110,24,39,2,5,6,33,1,0,4,15,0,1,1,7,0,0,24,39,2,5,6,33,1,0,-3325,0.0,11,1,2764,12,0,0,0
11,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,1,0.001,0.98,50,124,57,10,28,1,1,2,15,0,0,11,28,0,14,24,41,1,5,10,28,1,1,2,15,0,0,-7874,0.0,77,10,3914,87,0,0,0
12,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,1,0.001,0.98,50,14,140,26,51,1,10,14,35,1,2,0,6,0,0,3,2,0,3,26,51,1,10,14,35,1,2,-1911,0.0,1,0,1861,1,0,0,0
13,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,1,0.001,0.98,50,22,23,4,8,0,1,2,8,0,0,1,5,0,3,3,8,0,2,4,8,0,1,2,8,0,0,-1030,0.0,13,0,380,13,0,0,0
14,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,1,0.001,0.98,50,94,136,18,51,5,7,9,43,0,3,6,47,0,6,2,31,0,2,18,51,5,7,9,43,0,3,-12208,0.0,43,0,10058,43,0,0,0
15,True,reg_9,request_scratch,cau100_afr0_asi0_9,regional_9,50,150,912,70,0,1,0.01,1,0.001,0.98,50,21,65,8,21,2,4,5,24,1,0,0,6,1,0,6,5,0,3,8,21,2,4,5,24,1,0,-1329,0.0,2,6,1163,8,0,0,0
