day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon anneal,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,67,150,24,54,5,10,10,42,1,4,9,17,1,9,3,26,0,2,24,54,5,10,10,42,1,4,-9355,0.0,21,5,8250,26,0,0,0
1,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,53,46,9,17,0,3,2,15,0,0,8,19,0,4,2,20,0,0,9,17,0,3,2,15,0,0,-3215,0.0,29,1,1754,30,0,0,0
2,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,108,128,21,52,5,6,6,36,1,1,8,38,3,6,6,36,3,8,21,52,5,6,6,36,1,1,-11736,0.0,40,6,9670,46,0,0,0
3,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,76,90,16,30,0,5,5,33,1,0,11,21,3,7,1,30,0,3,16,30,0,5,5,33,1,0,-7121,0.0,39,0,5171,39,0,0,0
4,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,66,97,21,33,1,7,4,29,0,2,3,27,0,3,5,23,0,5,21,33,1,7,4,29,0,2,-6454,0.0,24,7,5177,31,0,0,0
5,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,7,95,13,36,2,7,7,29,0,1,0,2,0,0,0,5,0,0,13,36,2,7,7,29,0,1,-648,0.0,0,1,637,1,0,0,0
6,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,2,62,8,23,2,2,2,25,0,0,0,2,0,0,0,0,0,0,8,23,2,2,2,25,0,0,-172,0.0,1,0,122,1,0,0,0
7,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,54,89,6,33,1,7,5,37,0,0,3,14,0,9,0,28,0,0,6,33,1,7,5,37,0,0,-5558,0.0,31,0,4008,31,0,0,0
8,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,30,84,16,35,1,6,4,22,0,0,3,11,0,3,3,9,1,0,16,35,1,6,4,22,0,0,-2856,0.0,12,2,2234,14,0,0,0
9,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,36,84,13,27,2,6,7,28,1,0,3,19,0,3,0,11,0,0,13,27,2,6,7,28,1,0,-2844,0.0,7,3,2461,10,0,0,0
10,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,25,95,13,40,3,3,11,23,1,1,1,7,0,1,1,14,0,1,13,40,3,3,11,23,1,1,-2300,0.0,4,2,2078,6,0,0,0
11,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,37,76,11,23,1,4,9,26,0,2,5,14,2,1,4,11,0,0,11,23,1,4,9,26,0,2,-2775,0.0,10,3,2242,13,0,0,0
12,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,0,101,17,41,2,5,8,26,0,2,0,0,0,0,0,0,0,0,17,41,2,5,8,26,0,2,0,0.0,0,0,0,0,0,0,0
13,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,10,49,8,18,0,5,1,17,0,0,4,0,0,0,0,6,0,0,8,18,0,5,1,17,0,0,-636,0.0,3,3,453,6,0,0,0
14,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,41,108,18,32,2,10,10,34,0,2,7,21,0,2,2,9,0,0,18,32,2,10,10,34,0,2,-4442,0.0,13,2,3770,15,0,0,0
15,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,73,70,11,31,0,5,4,19,0,0,5,30,1,5,7,24,1,0,11,31,0,5,4,19,0,0,-5577,0.0,39,3,3594,42,0,0,0
16,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,43,114,21,34,1,11,10,35,1,1,3,17,1,7,2,13,0,0,21,34,1,11,10,35,1,1,-4716,0.0,11,2,4144,13,0,0,0
17,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,50,68,11,27,0,5,4,20,0,1,6,14,0,4,8,16,0,2,11,27,0,5,4,20,0,1,-3805,0.0,23,1,2644,24,0,0,0
18,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,57,109,17,44,1,7,7,31,2,0,5,21,0,3,2,24,0,2,17,44,1,7,7,31,2,0,-6224,0.0,23,3,5041,26,0,0,0
19,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,16,75,12,29,1,4,1,28,0,0,0,6,0,0,2,8,0,0,12,29,1,4,1,28,0,0,-1545,0.0,8,1,1134,9,0,0,0
20,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,14,83,8,35,2,6,6,25,0,1,3,2,0,0,0,5,4,0,8,35,2,6,6,25,0,1,-1227,0.0,2,5,1072,7,0,0,0
21,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,87,79,11,33,1,5,5,22,1,1,11,31,7,5,8,21,3,1,11,33,1,5,5,22,1,1,-6453,0.0,40,6,4387,46,0,0,0
22,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,31,118,23,36,2,13,7,34,2,1,0,14,0,2,3,12,0,0,23,36,2,13,7,34,2,1,-3420,0.0,3,7,3193,10,0,0,0
23,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,65,60,10,21,0,4,6,18,0,1,8,18,2,5,3,24,0,5,10,21,0,4,6,18,0,1,-4211,0.0,31,2,2639,33,0,0,0
24,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,78,124,24,40,3,11,7,35,2,2,5,30,0,6,4,33,0,0,24,40,3,11,7,35,2,2,-8255,0.0,23,4,7061,27,0,0,0
25,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,37,81,9,32,2,6,6,25,0,1,3,13,1,2,0,15,1,2,9,32,2,6,6,25,0,1,-3103,0.0,12,2,2481,14,0,0,0
26,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,15,94,15,35,3,7,3,29,0,2,3,7,1,2,0,2,0,0,15,35,3,7,3,29,0,2,-1301,0.0,0,1,1290,1,0,0,0
27,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,2,71,16,31,0,3,0,19,0,2,0,1,0,0,0,1,0,0,16,31,0,3,0,19,0,2,-191,0.0,1,0,141,1,0,0,0
28,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,77,80,14,26,2,9,1,24,1,3,0,30,1,8,8,27,0,3,14,26,2,9,1,24,1,3,-6054,0.0,36,6,4188,42,0,0,0
29,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,19,111,23,37,2,5,9,33,0,2,7,4,0,0,2,6,0,0,23,37,2,5,9,33,0,2,-2101,0.0,3,1,1940,4,0,0,0
30,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,61,55,7,21,1,2,4,20,0,0,4,19,0,8,3,19,0,8,7,21,1,2,4,20,0,0,-3939,0.0,32,2,2317,34,0,0,0
31,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,27,124,13,48,2,7,9,40,0,5,0,16,0,2,0,9,0,0,13,48,2,7,9,40,0,5,-3354,0.0,6,3,3021,9,0,0,0
32,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,75,47,7,18,2,2,1,16,0,1,7,27,0,13,1,25,0,2,7,18,2,2,1,16,0,1,-4376,0.0,42,0,2276,42,0,0,0
33,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,2,136,20,46,3,8,15,39,1,4,0,0,0,0,0,2,0,0,20,46,3,8,15,39,1,4,-291,0.0,0,2,269,2,0,0,0
34,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,0,16,1,9,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,9,0,1,1,4,0,0,0,0.0,0,0,0,0,0,0,0
35,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,118,134,20,57,2,3,9,41,0,2,4,40,1,10,13,44,2,4,20,57,2,3,9,41,0,2,-13676,0.0,51,5,11071,56,0,0,0
36,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,99,83,22,34,3,8,3,13,0,0,7,36,1,5,8,33,0,9,22,34,3,8,3,13,0,0,-8263,0.0,51,7,5636,58,0,0,0
37,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,79,115,13,35,1,16,7,39,1,3,3,34,0,9,2,27,2,2,13,35,1,16,7,39,1,3,-8333,0.0,30,5,6778,35,0,0,0
38,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,59,84,10,36,1,6,6,25,0,0,6,21,1,6,4,20,0,1,10,36,1,6,6,25,0,0,-5143,0.0,25,5,3838,30,0,0,0
39,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,47,100,14,33,3,4,9,34,1,2,7,10,3,4,4,18,0,1,14,33,3,4,9,34,1,2,-4476,0.0,13,7,3749,20,0,0,0
40,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,6,84,18,26,1,7,7,24,1,0,0,1,0,2,0,3,0,0,18,26,1,7,7,24,1,0,-643,0.0,3,0,493,3,0,0,0
41,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,19,69,15,20,2,7,2,21,1,1,0,11,0,1,5,2,0,0,15,20,2,7,2,21,1,1,-1401,0.0,4,4,1157,8,0,0,0
42,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,82,96,11,37,0,5,11,31,0,1,2,37,0,5,11,22,0,5,11,37,0,5,11,31,0,1,-7617,0.0,36,5,5762,41,0,0,0
43,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,67,100,18,31,1,5,5,39,0,1,4,20,0,8,3,30,0,2,18,31,1,5,5,39,0,1,-6531,0.0,27,2,5159,29,0,0,0
44,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,49,90,11,30,2,5,8,30,1,3,2,19,2,6,2,16,0,2,11,30,2,5,8,30,1,3,-4321,0.0,16,0,3521,16,0,0,0
45,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,82,93,13,32,2,6,5,33,0,2,2,29,0,15,3,32,0,1,13,32,2,6,5,33,0,2,-6394,0.0,28,2,4972,30,0,0,0
46,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,112,111,15,46,3,11,6,28,0,2,15,27,0,12,12,44,0,2,15,46,3,11,6,28,0,2,-10637,0.0,47,6,8221,53,0,0,0
47,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,1,104,17,43,2,7,7,28,0,0,0,0,0,0,0,1,0,0,17,43,2,7,7,28,0,0,-103,0.0,0,0,103,0,0,0,0
48,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,1,47,6,20,1,4,3,10,1,2,0,0,0,0,0,1,0,0,6,20,1,4,3,10,1,2,-46,0.0,0,0,46,0,0,0,0
49,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,64,104,12,43,1,5,9,29,2,3,2,30,0,3,12,15,0,2,12,43,1,5,9,29,2,3,-6561,0.0,26,6,5195,32,0,0,0
50,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,43,84,17,35,1,6,5,20,0,0,6,16,2,0,4,15,0,0,17,35,1,6,5,20,0,0,-3832,0.0,15,5,3027,20,0,0,0
51,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,106,94,15,41,0,3,5,29,1,0,11,28,1,7,16,38,0,5,15,41,0,3,5,29,1,0,-9692,0.0,56,7,6815,63,0,0,0
52,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,82,106,18,34,2,8,9,32,3,0,10,24,4,10,2,28,0,4,18,34,2,8,9,32,3,0,-8041,0.0,32,3,6408,35,0,0,0
53,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,60,94,8,39,3,5,8,31,0,0,2,22,3,6,3,21,1,2,8,39,3,5,8,31,0,0,-5486,0.0,22,4,4342,26,0,0,0
54,True,reg_1,request_scratch,cau100_afr0_asi0_1,regional_1,50,150,912,70,0,1,0.01,1,0.001,0.98,50,4,94,16,35,1,4,6,30,1,1,0,0,0,2,0,0,0,2,16,35,1,4,6,30,1,1,-366,0.0,0,0,366,0,0,0,0
