day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon anneal,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,1,0.001,0.98,50,104,150,31,48,3,11,12,44,0,1,7,38,2,18,6,32,0,1,31,48,3,11,12,44,0,1,-13431,0.0,32,6,11765,38,0,0,0
1,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,1,0.001,0.98,50,50,72,11,28,3,4,5,21,0,0,2,19,0,4,0,20,4,1,11,28,3,4,5,21,0,0,-4211,0.0,26,3,2878,29,0,0,0
2,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,1,0.001,0.98,50,97,102,18,36,0,10,5,32,0,1,1,41,0,11,0,41,0,3,18,36,0,10,5,32,0,1,-8427,0.0,36,5,6572,41,0,0,0
3,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,1,0.001,0.98,50,30,109,13,50,0,6,7,31,1,1,3,1,0,6,2,15,0,3,13,50,0,6,7,31,1,1,-3535,0.0,11,2,2963,13,0,0,0
4,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,1,0.001,0.98,50,75,60,7,20,1,3,9,19,0,1,4,28,0,4,3,31,0,5,7,20,1,3,9,19,0,1,-3952,0.0,27,2,2580,29,0,0,0
5,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,1,0.001,0.98,50,0,138,21,58,2,7,10,38,0,2,0,0,0,0,0,0,0,0,21,58,2,7,10,38,0,2,0,0.0,0,0,0,0,0,0,0
6,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,1,0.001,0.98,50,5,12,2,6,0,1,0,3,0,0,2,0,0,0,0,3,0,0,2,6,0,1,0,3,0,0,-148,0.0,2,0,48,2,0,0,0
7,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,1,0.001,0.98,50,49,141,20,61,2,9,7,41,1,0,2,27,0,3,2,12,0,3,20,61,2,9,7,41,1,0,-6255,0.0,8,3,5822,11,0,0,0
8,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,1,0.001,0.98,50,70,50,5,22,2,4,3,14,0,0,3,17,2,5,4,36,1,2,5,22,2,4,3,14,0,0,-4259,0.0,41,0,2209,41,0,0,0
9,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,1,0.001,0.98,50,73,129,19,37,3,8,13,44,1,4,6,17,0,2,9,31,3,5,19,37,3,8,13,44,1,4,-8282,0.0,19,6,7266,25,0,0,0
10,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,1,0.001,0.98,50,72,75,11,27,1,5,8,22,1,0,6,25,0,3,5,32,0,1,11,27,1,5,8,22,1,0,-5329,0.0,31,2,3757,33,0,0,0
11,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,1,0.001,0.98,50,131,116,19,55,1,6,5,29,1,0,10,48,1,5,16,49,0,2,19,55,1,6,5,29,1,0,-14421,0.0,69,8,10883,77,0,0,0
12,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,1,0.001,0.98,50,4,96,8,41,3,4,4,33,0,3,0,0,0,0,0,4,0,0,8,41,3,4,4,33,0,3,-447,0.0,1,2,375,3,0,0,0
13,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,1,0.001,0.98,50,2,57,11,21,0,8,3,12,0,2,0,2,0,0,0,0,0,0,11,21,0,8,3,12,0,2,-111,0.0,0,0,111,0,0,0,0
14,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,1,0.001,0.98,50,100,95,11,41,1,5,5,32,0,0,7,47,5,6,0,31,0,4,11,41,1,5,5,32,0,0,-8926,0.0,47,2,6554,49,0,0,0
15,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,1,0.001,0.98,50,111,108,15,28,0,8,8,46,2,1,9,48,1,7,11,31,0,4,15,28,0,8,8,46,2,1,-10349,0.0,46,6,7983,52,0,0,0
16,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,1,0.001,0.98,50,40,107,20,42,1,8,6,27,2,1,4,15,0,2,1,18,0,0,20,42,1,8,6,27,2,1,-4803,0.0,19,3,3820,22,0,0,0
17,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,1,0.001,0.98,50,73,64,7,26,0,5,7,16,1,2,6,26,0,7,10,20,2,2,7,26,0,5,7,16,1,2,-4751,0.0,37,2,2879,39,0,0,0
18,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,1,0.001,0.98,50,45,122,21,46,0,8,3,43,1,0,4,23,0,1,2,14,0,1,21,46,0,8,3,43,1,0,-5827,0.0,20,1,4816,21,0,0,0
19,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,1,0.001,0.98,50,0,53,11,13,1,5,5,18,0,0,0,0,0,0,0,0,0,0,11,13,1,5,5,18,0,0,0,0.0,0,0,0,0,0,0,0
20,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,1,0.001,0.98,50,36,97,17,39,2,4,8,25,0,2,2,9,0,2,8,13,0,2,17,39,2,4,8,25,0,2,-3577,0.0,11,4,2983,15,0,0,0
21,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,1,0.001,0.98,50,40,78,16,29,1,5,6,21,0,0,4,13,0,2,4,16,0,1,16,29,1,5,6,21,0,0,-3105,0.0,12,3,2472,15,0,0,0
22,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,1,0.001,0.98,50,61,100,19,30,0,8,4,38,0,1,2,26,1,7,4,17,1,3,19,30,0,8,4,38,0,1,-6535,0.0,27,5,5130,32,0,0,0
23,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,1,0.001,0.98,50,81,84,11,35,2,2,3,28,1,2,2,27,0,9,4,34,0,5,11,35,2,2,3,28,1,2,-7295,0.0,45,1,5034,46,0,0,0
24,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,1,0.001,0.98,50,49,102,17,32,1,11,8,30,1,2,4,10,0,2,6,26,0,1,17,32,1,11,8,30,1,2,-4591,0.0,12,4,3947,16,0,0,0
25,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,1,0.001,0.98,50,91,85,12,32,5,3,8,24,0,1,5,34,1,6,7,34,0,4,12,32,5,3,8,24,0,1,-7157,0.0,40,2,5135,42,0,0,0
26,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,1,0.001,0.98,50,6,116,17,47,2,5,7,34,2,2,0,0,0,0,2,3,0,1,17,47,2,5,7,34,2,2,-686,0.0,0,1,675,1,0,0,0
27,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,1,0.001,0.98,50,2,40,6,19,1,2,4,7,1,0,2,0,0,0,0,0,0,0,6,19,1,2,4,7,1,0,-77,0.0,0,0,77,0,0,0,0
28,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,1,0.001,0.98,50,75,112,19,52,0,6,5,27,0,3,10,18,2,6,3,31,0,5,19,52,0,6,5,27,0,3,-7623,0.0,25,7,6296,32,0,0,0
29,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,1,0.001,0.98,50,113,88,16,32,1,7,5,26,0,1,10,50,3,6,10,33,0,1,16,32,1,7,5,26,0,1,-8224,0.0,49,2,5752,51,0,0,0
30,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,1,0.001,0.98,50,60,126,16,46,5,9,10,38,0,2,2,18,2,4,5,25,0,4,16,46,5,9,10,38,0,2,-7407,0.0,21,6,6291,27,0,0,0
31,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,1,0.001,0.98,50,54,63,9,24,2,1,5,21,0,1,3,20,0,5,5,15,0,6,9,24,2,1,5,21,0,1,-3773,0.0,25,2,2501,27,0,0,0
32,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,1,0.001,0.98,50,52,116,15,41,1,6,12,39,1,1,3,15,0,4,5,23,0,2,15,41,1,6,12,39,1,1,-5804,0.0,16,4,4960,20,0,0,0
33,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,1,0.001,0.98,50,2,70,15,17,1,8,4,25,0,0,0,0,0,0,0,2,0,0,15,17,1,8,4,25,0,0,-200,0.0,1,1,139,2,0,0,0
34,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,1,0.001,0.98,50,6,81,13,21,3,5,7,31,0,1,0,2,0,0,0,4,0,0,13,21,3,5,7,31,0,1,-528,0.0,1,1,467,2,0,0,0
35,True,reg_4,request_scratch,cau100_afr0_asi0_4,regional_4,50,150,912,70,0,1,0.01,1,0.001,0.98,50,51,74,13,26,2,9,4,20,0,0,2,20,0,4,6,19,0,0,13,26,2,9,4,20,0,0,-3566,0.0,15,3,2783,18,0,0,0
