day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon anneal,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_47,request_scratch,cau100_afr0_asi0_47,regional_47,50,150,912,70,0,1,0.01,1,0.001,0.98,50,27,150,27,47,3,11,10,51,0,1,2,6,0,2,6,11,0,0,27,47,3,11,10,51,0,1,-4147,0.0,7,6,3731,13,0,0,0
1,True,reg_47,request_scratch,cau100_afr0_asi0_47,regional_47,50,150,912,70,0,1,0.01,1,0.001,0.98,50,122,20,4,7,0,3,2,4,0,0,14,47,1,8,11,33,2,6,4,7,0,3,2,4,0,0,-5520,0.0,102,0,420,102,0,0,0
2,True,reg_47,request_scratch,cau100_afr0_asi0_47,regional_47,50,150,912,70,0,1,0.01,1,0.001,0.98,50,48,150,19,55,2,12,7,53,1,1,1,19,0,2,2,19,2,3,19,55,2,12,7,53,1,1,-6715,0.0,9,2,6243,11,0,0,0
3,True,reg_47,request_scratch,cau100_afr0_asi0_47,regional_47,50,150,912,70,0,1,0.01,1,0.001,0.98,50,38,39,7,16,1,2,2,10,0,1,0,21,0,2,2,13,0,0,7,16,1,2,2,10,0,1,-1891,0.0,18,2,969,20,0,0,0
4,True,reg_47,request_scratch,cau100_afr0_asi0_47,regional_47,50,150,912,70,0,1,0.01,1,0.001,0.98,50,63,131,23,43,2,5,8,47,0,3,5,24,0,1,2,23,0,8,23,43,2,5,8,47,0,3,-7692,0.0,20,2,6670,22,0,0,0
5,True,reg_47,request_scratch,cau100_afr0_asi0_47,regional_47,50,150,912,70,0,1,0.01,1,0.001,0.98,50,8,62,8,20,1,3,7,21,0,2,3,0,0,0,0,5,0,0,8,20,1,3,7,21,0,2,-578,0.0,2,1,467,3,0,0,0
6,True,reg_47,request_scratch,cau100_afr0_asi0_47,regional_47,50,150,912,70,0,1,0.01,1,0.001,0.98,50,5,94,12,38,1,5,8,30,0,0,0,0,0,0,0,5,0,0,12,38,1,5,8,30,0,0,-571,0.0,2,1,460,3,0,0,0
7,True,reg_47,request_scratch,cau100_afr0_asi0_47,regional_47,50,150,912,70,0,1,0.01,1,0.001,0.98,50,119,59,4,29,1,3,3,17,0,2,18,40,0,3,7,42,0,9,4,29,1,3,3,17,0,2,-8303,0.0,81,1,4242,82,0,0,0
8,True,reg_47,request_scratch,cau100_afr0_asi0_47,regional_47,50,150,912,70,0,1,0.01,1,0.001,0.98,50,44,129,20,48,0,10,11,37,0,3,2,18,0,2,2,10,3,7,20,48,0,10,11,37,0,3,-5774,0.0,15,2,5002,17,0,0,0
9,True,reg_47,request_scratch,cau100_afr0_asi0_47,regional_47,50,150,912,70,0,1,0.01,1,0.001,0.98,50,42,50,9,17,0,1,3,19,1,0,2,10,0,7,3,16,0,4,9,17,0,1,3,19,1,0,-2836,0.0,23,0,1686,23,0,0,0
