day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon anneal,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,1,0.001,0.98,50,71,150,15,63,4,15,6,47,0,0,16,20,0,6,3,25,0,1,15,63,4,15,6,47,0,0,-10060,0.0,25,4,8766,29,0,0,0
1,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,1,0.001,0.98,50,95,46,5,18,1,6,4,11,0,1,5,37,1,12,6,30,1,3,5,18,1,6,4,11,0,1,-4949,0.0,57,1,2088,58,0,0,0
2,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,1,0.001,0.98,50,55,142,26,50,1,13,11,38,1,2,4,13,0,7,6,19,0,6,26,50,1,13,11,38,1,2,-7209,0.0,12,4,6565,16,0,0,0
3,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,1,0.001,0.98,50,84,51,10,17,0,2,6,16,0,0,0,22,3,6,10,38,3,2,10,17,0,2,6,16,0,0,-5541,0.0,49,5,3036,54,0,0,0
4,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,1,0.001,0.98,50,50,134,15,59,1,6,14,35,0,4,7,28,0,4,0,11,0,0,15,59,1,6,14,35,0,4,-6699,0.0,18,0,5799,18,0,0,0
5,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,1,0.001,0.98,50,7,48,6,18,0,1,8,14,0,1,0,2,0,3,2,0,0,0,6,18,0,1,8,14,0,1,-466,0.0,3,0,316,3,0,0,0
6,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,1,0.001,0.98,50,0,106,14,47,1,7,10,24,0,3,0,0,0,0,0,0,0,0,14,47,1,7,10,24,0,3,0,0.0,0,0,0,0,0,0,0
7,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,1,0.001,0.98,50,56,44,7,18,0,2,3,14,0,0,4,17,1,2,4,26,0,2,7,18,0,2,3,14,0,0,-2923,0.0,27,4,1529,31,0,0,0
8,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,1,0.001,0.98,50,73,135,26,51,1,8,7,39,1,2,5,17,4,15,2,27,0,3,26,51,1,8,7,39,1,2,-9740,0.0,29,4,8246,33,0,0,0
9,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,1,0.001,0.98,50,137,59,12,23,0,2,3,16,1,2,4,53,2,10,13,50,0,5,12,23,0,2,3,16,1,2,-8432,0.0,86,3,4099,89,0,0,0
10,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,1,0.001,0.98,50,76,142,24,54,3,12,7,41,1,0,9,27,2,5,2,29,0,2,24,54,3,12,7,41,1,0,-11335,0.0,40,3,9302,43,0,0,0
11,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,1,0.001,0.98,50,55,44,4,18,0,3,3,16,0,0,1,25,0,0,2,25,0,2,4,18,0,3,3,16,0,0,-3078,0.0,29,1,1617,30,0,0,0
12,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,1,0.001,0.98,50,0,132,14,46,4,12,12,39,0,5,0,0,0,0,0,0,0,0,14,46,4,12,12,39,0,5,0,0.0,0,0,0,0,0,0,0
13,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,1,0.001,0.98,50,7,18,3,9,1,1,1,3,0,0,0,4,0,0,0,1,0,2,3,9,1,1,1,3,0,0,-203,0.0,2,0,103,2,0,0,0
14,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,1,0.001,0.98,50,62,137,18,53,5,8,10,42,1,0,10,26,2,3,2,17,0,2,18,53,5,8,10,42,1,0,-8368,0.0,24,3,7135,27,0,0,0
15,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,1,0.001,0.98,50,64,51,13,20,0,5,0,11,0,2,5,25,0,2,5,24,0,3,13,20,0,5,0,11,0,2,-3609,0.0,31,1,2048,32,0,0,0
16,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,1,0.001,0.98,50,36,132,20,47,2,4,8,51,0,0,3,13,2,6,1,11,0,0,20,47,2,4,8,51,0,0,-4894,0.0,11,4,4300,15,0,0,0
17,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,1,0.001,0.98,50,140,43,9,15,2,3,1,11,2,0,24,37,2,9,11,54,0,3,9,15,2,3,1,11,2,0,-6639,0.0,97,2,1767,99,0,0,0
18,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,1,0.001,0.98,50,87,150,20,54,2,13,14,45,1,1,2,19,2,13,3,38,0,10,20,54,2,13,14,45,1,1,-11634,0.0,27,8,10196,35,0,0,0
19,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,1,0.001,0.98,50,4,60,9,23,0,4,4,18,0,2,0,0,0,0,0,4,0,0,9,23,0,4,4,18,0,2,-305,0.0,1,2,233,3,0,0,0
20,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,1,0.001,0.98,50,17,93,11,28,0,7,6,39,0,2,0,6,2,0,0,7,0,2,11,28,0,7,6,39,0,2,-1801,0.0,6,2,1479,8,0,0,0
21,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,1,0.001,0.98,50,61,68,8,21,1,3,9,26,0,0,2,31,0,4,4,14,0,6,8,21,1,3,9,26,0,0,-4351,0.0,26,2,3029,28,0,0,0
22,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,1,0.001,0.98,50,83,117,21,45,3,4,10,34,0,0,10,29,2,5,8,25,0,4,21,45,3,4,10,34,0,0,-9399,0.0,35,3,7616,38,0,0,0
23,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,1,0.001,0.98,50,52,81,9,30,1,3,9,28,0,1,6,19,0,1,3,21,0,2,9,30,1,3,9,28,0,1,-4809,0.0,28,0,3409,28,0,0,0
24,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,1,0.001,0.98,50,39,93,14,30,1,6,5,34,0,3,3,19,0,0,0,15,0,2,14,30,1,6,5,34,0,3,-3809,0.0,14,3,3076,17,0,0,0
