day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon anneal,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_42,request_scratch,cau100_afr0_asi0_42,regional_42,50,150,912,70,0,1,0.01,1,0.001,0.98,50,39,150,28,61,4,7,10,38,0,2,0,8,0,9,4,16,0,2,28,61,4,7,10,38,0,2,-5693,0.0,9,6,5177,15,0,0,0
1,True,reg_42,request_scratch,cau100_afr0_asi0_42,regional_42,50,150,912,70,0,1,0.01,1,0.001,0.98,50,45,30,9,11,0,1,1,7,0,1,1,14,2,4,2,21,0,1,9,11,0,1,1,7,0,1,-2000,0.0,24,2,778,26,0,0,0
2,True,reg_42,request_scratch,cau100_afr0_asi0_42,regional_42,50,150,912,70,0,1,0.01,1,0.001,0.98,50,17,141,25,48,2,6,8,47,1,4,4,0,0,4,4,5,0,0,25,48,2,6,8,47,1,4,-2353,0.0,1,5,2248,6,0,0,0
3,True,reg_42,request_scratch,cau100_afr0_asi0_42,regional_42,50,150,912,70,0,1,0.01,1,0.001,0.98,50,65,25,4,7,0,0,4,8,0,2,2,31,1,3,3,25,0,0,4,7,0,0,4,8,0,2,-2926,0.0,44,0,726,44,0,0,0
4,True,reg_42,request_scratch,cau100_afr0_asi0_42,regional_42,50,150,912,70,0,1,0.01,1,0.001,0.98,50,110,146,24,48,3,17,6,45,1,2,6,42,1,3,7,47,0,4,24,48,3,17,6,45,1,2,-14045,0.0,41,10,11885,51,0,0,0
5,True,reg_42,request_scratch,cau100_afr0_asi0_42,regional_42,50,150,912,70,0,1,0.01,1,0.001,0.98,50,25,73,9,33,0,4,5,22,0,0,0,4,0,6,0,14,1,0,9,33,0,4,5,22,0,0,-2127,0.0,9,4,1633,13,0,0,0
6,True,reg_42,request_scratch,cau100_afr0_asi0_42,regional_42,50,150,912,70,0,1,0.01,1,0.001,0.98,50,14,93,12,36,3,4,4,33,0,1,2,1,0,0,0,11,0,0,12,36,3,4,4,33,0,1,-1285,0.0,1,3,1202,4,0,0,0
7,True,reg_42,request_scratch,cau100_afr0_asi0_42,regional_42,50,150,912,70,0,1,0.01,1,0.001,0.98,50,122,70,10,28,1,2,4,25,0,0,12,50,0,8,11,38,0,3,10,28,1,2,4,25,0,0,-9290,0.0,77,3,5407,80,0,0,0
8,True,reg_42,request_scratch,cau100_afr0_asi0_42,regional_42,50,150,912,70,0,1,0.01,1,0.001,0.98,50,108,125,21,49,3,4,6,39,1,2,8,48,1,3,10,31,2,5,21,49,3,4,6,39,1,2,-12762,0.0,54,1,10051,55,0,0,0
9,True,reg_42,request_scratch,cau100_afr0_asi0_42,regional_42,50,150,912,70,0,1,0.01,1,0.001,0.98,50,96,79,14,32,2,6,6,19,0,0,7,36,2,5,3,34,1,8,14,32,2,6,6,19,0,0,-6514,0.0,41,4,4420,45,0,0,0
10,True,reg_42,request_scratch,cau100_afr0_asi0_42,regional_42,50,150,912,70,0,1,0.01,1,0.001,0.98,50,11,126,20,56,2,6,11,31,0,0,0,6,0,0,2,1,0,2,20,56,2,6,11,31,0,0,-1500,0.0,3,1,1339,4,0,0,0
11,True,reg_42,request_scratch,cau100_afr0_asi0_42,regional_42,50,150,912,70,0,1,0.01,1,0.001,0.98,50,132,32,8,13,0,2,3,5,0,1,8,39,0,19,6,58,0,2,8,13,0,2,3,5,0,1,-6126,0.0,100,2,1104,102,0,0,0
12,True,reg_42,request_scratch,cau100_afr0_asi0_42,regional_42,50,150,912,70,0,1,0.01,1,0.001,0.98,50,0,150,25,62,1,9,13,36,0,4,0,0,0,0,0,0,0,0,25,62,1,9,13,36,0,4,0,0.0,0,0,0,0,0,0,0
13,True,reg_42,request_scratch,cau100_afr0_asi0_42,regional_42,50,150,912,70,0,1,0.01,1,0.001,0.98,50,6,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,-300,0.0,6,0,0,6,0,0,0
14,True,reg_42,request_scratch,cau100_afr0_asi0_42,regional_42,50,150,912,70,0,1,0.01,1,0.001,0.98,50,76,150,19,55,0,9,17,47,1,2,9,30,0,2,5,24,1,5,19,55,0,9,17,47,1,2,-10520,0.0,25,5,9215,30,0,0,0
15,True,reg_42,request_scratch,cau100_afr0_asi0_42,regional_42,50,150,912,70,0,1,0.01,1,0.001,0.98,50,63,51,6,20,0,0,4,20,0,1,10,18,3,4,8,18,0,2,6,20,0,0,4,20,0,1,-4533,0.0,41,3,2450,44,0,0,0
16,True,reg_42,request_scratch,cau100_afr0_asi0_42,regional_42,50,150,912,70,0,1,0.01,1,0.001,0.98,50,55,121,18,48,3,9,7,34,0,2,7,18,1,6,0,17,0,6,18,48,3,9,7,34,0,2,-6143,0.0,14,3,5410,17,0,0,0
17,True,reg_42,request_scratch,cau100_afr0_asi0_42,regional_42,50,150,912,70,0,1,0.01,1,0.001,0.98,50,27,70,12,26,1,0,4,26,1,0,1,11,0,0,0,12,0,3,12,26,1,0,4,26,1,0,-2235,0.0,11,0,1685,11,0,0,0
18,True,reg_42,request_scratch,cau100_afr0_asi0_42,regional_42,50,150,912,70,0,1,0.01,1,0.001,0.98,50,27,96,18,39,0,12,6,18,0,3,2,6,0,4,5,6,0,4,18,39,0,12,6,18,0,3,-2954,0.0,11,2,2382,13,0,0,0
19,True,reg_42,request_scratch,cau100_afr0_asi0_42,regional_42,50,150,912,70,0,1,0.01,1,0.001,0.98,50,4,70,12,22,3,8,5,19,1,0,0,2,2,0,0,0,0,0,12,22,3,8,5,19,1,0,-281,0.0,0,1,270,1,0,0,0
20,True,reg_42,request_scratch,cau100_afr0_asi0_42,regional_42,50,150,912,70,0,1,0.01,1,0.001,0.98,50,6,84,11,36,0,7,9,21,0,0,0,0,0,0,0,5,0,1,11,36,0,7,9,21,0,0,-653,0.0,3,1,492,4,0,0,0
21,True,reg_42,request_scratch,cau100_afr0_asi0_42,regional_42,50,150,912,70,0,1,0.01,1,0.001,0.98,50,17,69,10,27,1,5,4,20,0,2,3,4,0,2,0,6,0,2,10,27,1,5,4,20,0,2,-1477,0.0,8,0,1077,8,0,0,0
22,True,reg_42,request_scratch,cau100_afr0_asi0_42,regional_42,50,150,912,70,0,1,0.01,1,0.001,0.98,50,26,90,18,37,2,10,11,12,0,0,2,16,0,2,1,5,0,0,18,37,2,10,11,12,0,0,-2451,0.0,7,1,2090,8,0,0,0
23,True,reg_42,request_scratch,cau100_afr0_asi0_42,regional_42,50,150,912,70,0,1,0.01,1,0.001,0.98,50,56,79,9,25,2,9,8,25,0,1,0,29,4,6,2,14,0,1,9,25,2,9,8,25,0,1,-4453,0.0,20,4,3409,24,0,0,0
24,True,reg_42,request_scratch,cau100_afr0_asi0_42,regional_42,50,150,912,70,0,1,0.01,1,0.001,0.98,50,132,107,15,44,0,7,8,28,0,5,5,48,10,9,9,45,0,6,15,44,0,7,8,28,0,5,-12727,0.0,70,6,9161,76,0,0,0
25,True,reg_42,request_scratch,cau100_afr0_asi0_42,regional_42,50,150,912,70,0,1,0.01,1,0.001,0.98,50,109,105,19,48,1,11,6,20,0,0,7,34,0,10,6,40,1,11,19,48,1,11,6,20,0,0,-10429,0.0,48,7,7952,55,0,0,0
26,True,reg_42,request_scratch,cau100_afr0_asi0_42,regional_42,50,150,912,70,0,1,0.01,1,0.001,0.98,50,25,106,15,34,1,6,6,40,1,3,4,2,1,4,2,12,0,0,15,34,1,6,6,40,1,3,-2648,0.0,4,7,2371,11,0,0,0
27,True,reg_42,request_scratch,cau100_afr0_asi0_42,regional_42,50,150,912,70,0,1,0.01,1,0.001,0.98,50,3,65,10,22,1,4,5,21,0,2,0,1,0,0,0,2,0,0,10,22,1,4,5,21,0,2,-200,0.0,0,1,189,1,0,0,0
28,True,reg_42,request_scratch,cau100_afr0_asi0_42,regional_42,50,150,912,70,0,1,0.01,1,0.001,0.98,50,19,88,9,39,1,3,8,28,0,0,0,8,0,3,0,7,0,1,9,39,1,3,8,28,0,0,-1722,0.0,4,1,1511,5,0,0,0
29,True,reg_42,request_scratch,cau100_afr0_asi0_42,regional_42,50,150,912,70,0,1,0.01,1,0.001,0.98,50,66,77,12,25,2,5,11,21,0,1,4,12,0,5,6,34,0,5,12,25,2,5,11,21,0,1,-5351,0.0,30,7,3774,37,0,0,0
30,True,reg_42,request_scratch,cau100_afr0_asi0_42,regional_42,50,150,912,70,0,1,0.01,1,0.001,0.98,50,55,109,19,46,1,4,9,30,0,0,8,16,0,3,0,28,0,0,19,46,1,4,9,30,0,0,-6021,0.0,20,2,4999,22,0,0,0
31,True,reg_42,request_scratch,cau100_afr0_asi0_42,regional_42,50,150,912,70,0,1,0.01,1,0.001,0.98,50,27,76,13,25,2,7,4,25,0,0,1,6,1,0,0,15,1,3,13,25,2,7,4,25,0,0,-2154,0.0,7,4,1760,11,0,0,0
32,True,reg_42,request_scratch,cau100_afr0_asi0_42,regional_42,50,150,912,70,0,1,0.01,1,0.001,0.98,50,75,94,17,23,1,9,9,33,1,1,8,25,1,3,7,29,0,2,17,23,1,9,9,33,1,1,-6263,0.0,25,3,4980,28,0,0,0
33,True,reg_42,request_scratch,cau100_afr0_asi0_42,regional_42,50,150,912,70,0,1,0.01,1,0.001,0.98,50,6,106,10,39,1,7,4,44,0,1,1,4,0,0,1,0,0,0,10,39,1,7,4,44,0,1,-680,0.0,1,1,619,2,0,0,0
34,True,reg_42,request_scratch,cau100_afr0_asi0_42,regional_42,50,150,912,70,0,1,0.01,1,0.001,0.98,50,19,49,8,18,1,5,0,17,0,0,4,4,0,0,3,7,0,1,8,18,1,5,0,17,0,0,-1210,0.0,8,1,799,9,0,0,0
35,True,reg_42,request_scratch,cau100_afr0_asi0_42,regional_42,50,150,912,70,0,1,0.01,1,0.001,0.98,50,52,112,18,43,0,5,6,38,0,2,1,17,0,1,3,28,0,2,18,43,0,5,6,38,0,2,-6179,0.0,23,3,4996,26,0,0,0
36,True,reg_42,request_scratch,cau100_afr0_asi0_42,regional_42,50,150,912,70,0,1,0.01,1,0.001,0.98,50,94,67,10,18,2,8,5,23,0,1,12,28,0,10,2,36,0,6,10,18,2,8,5,23,0,1,-6308,0.0,48,4,3864,52,0,0,0
37,True,reg_42,request_scratch,cau100_afr0_asi0_42,regional_42,50,150,912,70,0,1,0.01,1,0.001,0.98,50,49,129,21,61,1,6,7,32,0,1,9,14,2,6,3,12,0,3,21,61,1,6,7,32,0,1,-6130,0.0,13,3,5447,16,0,0,0
38,True,reg_42,request_scratch,cau100_afr0_asi0_42,regional_42,50,150,912,70,0,1,0.01,1,0.001,0.98,50,105,57,11,19,1,6,3,16,1,0,2,49,0,1,4,43,2,4,11,19,1,6,3,16,1,0,-6699,0.0,64,4,3455,68,0,0,0
39,True,reg_42,request_scratch,cau100_afr0_asi0_42,regional_42,50,150,912,70,0,1,0.01,1,0.001,0.98,50,70,134,23,42,3,8,13,42,1,2,1,19,0,12,7,23,1,7,23,42,3,8,13,42,1,2,-8647,0.0,21,5,7542,26,0,0,0
40,True,reg_42,request_scratch,cau100_afr0_asi0_42,regional_42,50,150,912,70,0,1,0.01,1,0.001,0.98,50,11,65,7,27,2,2,1,25,0,1,0,7,0,0,0,4,0,0,7,27,2,2,1,25,0,1,-763,0.0,2,0,663,2,0,0,0
