day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon anneal,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_20,request_scratch,cau100_afr0_asi0_20,regional_20,50,150,912,70,0,1,0.01,1,0.001,0.98,50,61,150,20,57,5,11,8,45,0,4,8,28,0,0,0,25,0,0,20,57,5,11,8,45,0,4,-8243,0.0,13,5,7538,18,0,0,0
1,True,reg_20,request_scratch,cau100_afr0_asi0_20,regional_20,50,150,912,70,0,1,0.01,1,0.001,0.98,50,86,48,5,16,1,7,2,16,0,1,2,29,0,2,10,43,0,0,5,16,1,7,2,16,0,1,-4690,0.0,48,6,2224,54,0,0,0
2,True,reg_20,request_scratch,cau100_afr0_asi0_20,regional_20,50,150,912,70,0,1,0.01,1,0.001,0.98,50,60,140,21,47,2,11,13,44,0,2,0,20,2,9,5,16,2,6,21,47,2,11,13,44,0,2,-8375,0.0,23,4,7181,27,0,0,0
3,True,reg_20,request_scratch,cau100_afr0_asi0_20,regional_20,50,150,912,70,0,1,0.01,1,0.001,0.98,50,124,47,13,15,0,4,2,11,1,1,8,40,2,11,9,48,1,5,13,15,0,4,2,11,1,1,-6203,0.0,79,4,2209,83,0,0,0
4,True,reg_20,request_scratch,cau100_afr0_asi0_20,regional_20,50,150,912,70,0,1,0.01,1,0.001,0.98,50,34,148,23,62,2,6,10,43,0,2,0,11,0,0,6,13,0,4,23,62,2,6,10,43,0,2,-5217,0.0,11,5,4612,16,0,0,0
5,True,reg_20,request_scratch,cau100_afr0_asi0_20,regional_20,50,150,912,70,0,1,0.01,1,0.001,0.98,50,5,25,3,12,0,0,0,10,0,0,0,2,0,0,0,0,3,0,3,12,0,0,0,10,0,0,-324,0.0,4,0,124,4,0,0,0
6,True,reg_20,request_scratch,cau100_afr0_asi0_20,regional_20,50,150,912,70,0,1,0.01,1,0.001,0.98,50,2,126,27,45,6,11,12,25,0,0,0,2,0,0,0,0,0,0,27,45,6,11,12,25,0,0,-249,0.0,0,0,249,0,0,0,0
7,True,reg_20,request_scratch,cau100_afr0_asi0_20,regional_20,50,150,912,70,0,1,0.01,1,0.001,0.98,50,39,26,8,11,1,1,1,4,0,0,2,14,0,0,0,17,3,3,8,11,1,1,1,4,0,0,-1719,0.0,21,2,647,23,0,0,0
8,True,reg_20,request_scratch,cau100_afr0_asi0_20,regional_20,50,150,912,70,0,1,0.01,1,0.001,0.98,50,81,142,23,56,0,4,9,48,1,1,10,23,0,7,2,29,0,10,23,56,0,4,9,48,1,1,-11308,0.0,35,2,9536,37,0,0,0
9,True,reg_20,request_scratch,cau100_afr0_asi0_20,regional_20,50,150,912,70,0,1,0.01,1,0.001,0.98,50,127,54,9,18,2,1,5,17,0,2,6,47,0,6,10,49,1,8,9,18,2,1,5,17,0,2,-6490,0.0,73,6,2774,79,0,0,0
