day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon anneal,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,1,0.001,0.98,50,66,150,23,46,0,12,16,50,0,3,6,19,0,7,5,23,0,6,23,46,0,12,16,50,0,3,-10313,0.0,32,6,8647,38,0,0,0
1,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,1,0.001,0.98,50,101,34,10,8,1,1,2,12,0,0,8,34,0,12,10,35,0,2,10,8,1,1,2,12,0,0,-5539,0.0,74,2,1817,76,0,0,0
2,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,1,0.001,0.98,50,41,143,24,52,4,11,8,40,0,4,3,15,0,6,0,13,0,4,24,52,4,11,8,40,0,4,-5480,0.0,7,4,5086,11,0,0,0
3,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,1,0.001,0.98,50,70,41,4,15,1,4,1,15,0,1,7,38,2,2,1,20,0,0,4,15,1,4,1,15,0,1,-3902,0.0,44,0,1702,44,0,0,0
4,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,1,0.001,0.98,50,90,135,19,46,3,9,10,45,0,3,6,32,2,8,11,27,1,3,19,46,3,9,10,45,0,3,-11648,0.0,41,3,9565,44,0,0,0
5,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,1,0.001,0.98,50,15,64,12,26,2,3,4,17,0,0,0,0,0,8,2,5,0,0,12,26,2,3,4,17,0,0,-1197,0.0,6,1,886,7,0,0,0
6,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,1,0.001,0.98,50,13,95,20,32,1,5,6,30,0,1,3,2,0,1,0,7,0,0,20,32,1,5,6,30,0,1,-1289,0.0,2,3,1156,5,0,0,0
7,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,1,0.001,0.98,50,85,66,9,26,2,2,6,20,0,1,9,23,2,2,9,34,2,4,9,26,2,2,6,20,0,1,-5889,0.0,45,7,3562,52,0,0,0
8,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,1,0.001,0.98,50,53,124,17,58,0,9,6,33,1,0,2,12,0,10,5,24,0,0,17,58,0,9,6,33,1,0,-6746,0.0,20,6,5680,26,0,0,0
9,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,1,0.001,0.98,50,63,59,15,17,0,2,3,21,0,1,8,15,2,9,3,24,0,2,15,17,0,2,3,21,0,1,-4004,0.0,29,2,2532,31,0,0,0
10,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,1,0.001,0.98,50,48,125,23,50,1,7,2,42,0,0,0,17,0,4,4,21,0,2,23,50,1,7,2,42,0,0,-6347,0.0,20,7,5270,27,0,0,0
11,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,1,0.001,0.98,50,58,53,6,24,0,6,3,14,0,0,3,20,1,2,11,20,0,1,6,24,0,6,3,14,0,0,-3793,0.0,30,4,2249,34,0,0,0
12,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,1,0.001,0.98,50,8,125,22,49,2,9,8,34,0,1,0,0,2,5,0,1,0,0,22,49,2,9,8,34,0,1,-1033,0.0,1,1,972,2,0,0,0
13,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,1,0.001,0.98,50,5,32,5,6,0,1,3,15,2,0,1,3,0,0,0,1,0,0,5,6,0,1,3,15,2,0,-211,0.0,1,1,150,2,0,0,0
14,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,1,0.001,0.98,50,83,122,11,58,2,7,11,31,0,2,2,25,0,6,16,34,0,0,11,58,2,7,11,31,0,2,-9276,0.0,30,8,7688,38,0,0,0
15,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,1,0.001,0.98,50,55,81,14,25,3,4,8,26,0,1,1,19,0,4,10,18,0,3,14,25,3,4,8,26,0,1,-4418,0.0,20,4,3374,24,0,0,0
16,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,1,0.001,0.98,50,62,104,13,40,6,5,6,33,0,1,10,26,0,1,4,21,0,0,13,40,6,5,6,33,0,1,-5984,0.0,21,1,4923,22,0,0,0
17,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,1,0.001,0.98,50,28,87,15,33,0,4,6,29,0,0,7,1,0,4,2,14,0,0,15,33,0,4,6,29,0,0,-2605,0.0,9,4,2111,13,0,0,0
18,True,reg_0,request_scratch,cau100_afr0_asi0_0,regional_0,50,150,912,70,0,1,0.01,1,0.001,0.98,50,66,82,10,34,2,9,3,23,0,1,0,33,0,9,8,16,0,0,10,34,2,9,3,23,0,1,-5812,0.0,33,2,4140,35,0,0,0
