day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon anneal,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_46,request_scratch,cau100_afr0_asi0_46,regional_46,50,150,912,70,0,1,0.01,1,0.001,0.98,50,67,150,17,48,1,11,12,55,2,4,7,18,4,7,2,28,0,1,17,48,1,11,12,55,2,4,-9009,0.0,16,7,8132,23,0,0,0
1,True,reg_46,request_scratch,cau100_afr0_asi0_46,regional_46,50,150,912,70,0,1,0.01,1,0.001,0.98,50,61,51,6,17,0,7,3,18,0,0,11,29,0,4,3,14,0,0,6,17,0,7,3,18,0,0,-3220,0.0,27,0,1870,27,0,0,0
2,True,reg_46,request_scratch,cau100_afr0_asi0_46,regional_46,50,150,912,70,0,1,0.01,1,0.001,0.98,50,124,133,17,56,3,8,6,40,1,2,6,40,0,6,11,60,0,1,17,56,3,8,6,40,1,2,-13419,0.0,48,8,10931,56,0,0,0
3,True,reg_46,request_scratch,cau100_afr0_asi0_46,regional_46,50,150,912,70,0,1,0.01,1,0.001,0.98,50,31,93,13,39,2,7,0,30,0,2,0,11,0,8,3,9,0,0,13,39,2,7,0,30,0,2,-3355,0.0,15,1,2594,16,0,0,0
4,True,reg_46,request_scratch,cau100_afr0_asi0_46,regional_46,50,150,912,70,0,1,0.01,1,0.001,0.98,50,69,73,13,20,1,8,5,25,1,0,3,26,1,5,4,30,0,0,13,20,1,8,5,25,1,0,-5011,0.0,28,2,3589,30,0,0,0
5,True,reg_46,request_scratch,cau100_afr0_asi0_46,regional_46,50,150,912,70,0,1,0.01,1,0.001,0.98,50,10,118,13,50,1,6,6,41,0,1,1,3,0,0,0,5,0,1,13,50,1,6,6,41,0,1,-1229,0.0,2,0,1129,2,0,0,0
6,True,reg_46,request_scratch,cau100_afr0_asi0_46,regional_46,50,150,912,70,0,1,0.01,1,0.001,0.98,50,3,40,9,12,1,1,3,14,0,0,0,0,0,0,0,2,0,1,9,12,1,1,3,14,0,0,-166,0.0,1,0,116,1,0,0,0
7,True,reg_46,request_scratch,cau100_afr0_asi0_46,regional_46,50,150,912,70,0,1,0.01,1,0.001,0.98,50,75,112,16,42,2,5,4,42,1,0,4,23,0,12,2,28,1,5,16,42,2,5,4,42,1,0,-8749,0.0,37,1,6888,38,0,0,0
8,True,reg_46,request_scratch,cau100_afr0_asi0_46,regional_46,50,150,912,70,0,1,0.01,1,0.001,0.98,50,66,76,20,22,0,6,3,23,0,2,0,20,0,7,5,30,0,4,20,22,0,6,3,23,0,2,-5031,0.0,29,1,3570,30,0,0,0
9,True,reg_46,request_scratch,cau100_afr0_asi0_46,regional_46,50,150,912,70,0,1,0.01,1,0.001,0.98,50,56,111,18,33,0,5,11,44,0,0,7,26,2,0,6,13,0,2,18,33,0,5,11,44,0,0,-6600,0.0,25,2,5328,27,0,0,0
10,True,reg_46,request_scratch,cau100_afr0_asi0_46,regional_46,50,150,912,70,0,1,0.01,1,0.001,0.98,50,70,70,13,17,3,3,8,26,0,0,6,21,0,12,8,23,0,0,13,17,3,3,8,26,0,0,-4681,0.0,28,4,3237,32,0,0,0
11,True,reg_46,request_scratch,cau100_afr0_asi0_46,regional_46,50,150,912,70,0,1,0.01,1,0.001,0.98,50,57,122,26,45,0,5,9,31,1,5,4,24,0,1,2,26,0,0,26,45,0,5,9,31,1,5,-6812,0.0,19,5,5807,24,0,0,0
12,True,reg_46,request_scratch,cau100_afr0_asi0_46,regional_46,50,150,912,70,0,1,0.01,1,0.001,0.98,50,0,66,13,28,0,4,0,19,2,0,0,0,0,0,0,0,0,0,13,28,0,4,0,19,2,0,0,0.0,0,0,0,0,0,0,0
13,True,reg_46,request_scratch,cau100_afr0_asi0_46,regional_46,50,150,912,70,0,1,0.01,1,0.001,0.98,50,6,84,18,28,1,6,4,26,0,1,0,2,0,2,0,2,0,0,18,28,1,6,4,26,0,1,-591,0.0,2,0,491,2,0,0,0
14,True,reg_46,request_scratch,cau100_afr0_asi0_46,regional_46,50,150,912,70,0,1,0.01,1,0.001,0.98,50,97,70,9,26,1,8,4,20,1,1,6,21,0,6,15,41,4,4,9,26,1,8,4,20,1,1,-6607,0.0,50,8,4019,58,0,0,0
15,True,reg_46,request_scratch,cau100_afr0_asi0_46,regional_46,50,150,912,70,0,1,0.01,1,0.001,0.98,50,60,127,19,45,3,6,7,44,0,3,1,26,1,7,0,24,0,1,19,45,3,6,7,44,0,3,-7284,0.0,20,0,6284,20,0,0,0
16,True,reg_46,request_scratch,cau100_afr0_asi0_46,regional_46,50,150,912,70,0,1,0.01,1,0.001,0.98,50,58,63,10,25,1,5,2,16,0,4,8,23,0,2,6,15,0,4,10,25,1,5,2,16,0,4,-3880,0.0,26,2,2558,28,0,0,0
17,True,reg_46,request_scratch,cau100_afr0_asi0_46,regional_46,50,150,912,70,0,1,0.01,1,0.001,0.98,50,62,119,16,52,3,10,7,30,0,1,3,26,3,2,5,22,0,1,16,52,3,10,7,30,0,1,-7169,0.0,23,1,6008,24,0,0,0
18,True,reg_46,request_scratch,cau100_afr0_asi0_46,regional_46,50,150,912,70,0,1,0.01,1,0.001,0.98,50,82,70,8,21,0,7,5,28,0,1,4,20,0,6,6,35,3,8,8,21,0,7,5,28,0,1,-6187,0.0,44,1,3976,45,0,0,0
19,True,reg_46,request_scratch,cau100_afr0_asi0_46,regional_46,50,150,912,70,0,1,0.01,1,0.001,0.98,50,4,118,14,38,5,10,12,37,1,1,0,3,0,0,0,1,0,0,14,38,5,10,12,37,1,1,-525,0.0,1,1,464,2,0,0,0
20,True,reg_46,request_scratch,cau100_afr0_asi0_46,regional_46,50,150,912,70,0,1,0.01,1,0.001,0.98,50,63,35,8,11,0,0,2,13,1,0,2,24,2,2,13,19,1,0,8,11,0,0,2,13,1,0,-2768,0.0,32,5,1113,37,0,0,0
21,True,reg_46,request_scratch,cau100_afr0_asi0_46,regional_46,50,150,912,70,0,1,0.01,1,0.001,0.98,50,115,146,24,52,3,7,13,44,0,3,8,37,3,16,11,34,2,4,24,52,3,7,13,44,0,3,-14560,0.0,44,6,12294,50,0,0,0
