day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon anneal,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_26,request_scratch,cau100_afr0_asi0_26,regional_26,50,150,912,70,0,1,0.01,1,0.001,0.98,50,61,150,22,61,2,10,11,42,1,1,3,20,0,4,2,30,0,2,22,61,2,10,11,42,1,1,-8840,0.0,20,6,7774,26,0,0,0
1,True,reg_26,request_scratch,cau100_afr0_asi0_26,regional_26,50,150,912,70,0,1,0.01,1,0.001,0.98,50,53,41,6,16,2,4,3,9,0,1,5,27,0,2,1,17,0,1,6,16,2,4,3,9,0,1,-2902,0.0,30,2,1380,32,0,0,0
2,True,reg_26,request_scratch,cau100_afr0_asi0_26,regional_26,50,150,912,70,0,1,0.01,1,0.001,0.98,50,88,132,19,56,3,7,12,35,0,0,6,32,3,10,8,29,0,0,19,56,3,7,12,35,0,0,-10415,0.0,32,2,8793,34,0,0,0
3,True,reg_26,request_scratch,cau100_afr0_asi0_26,regional_26,50,150,912,70,0,1,0.01,1,0.001,0.98,50,123,74,9,23,3,3,5,31,0,0,19,38,4,9,5,44,0,4,9,23,3,3,5,31,0,0,-8211,0.0,66,3,4878,69,0,0,0
4,True,reg_26,request_scratch,cau100_afr0_asi0_26,regional_26,50,150,912,70,0,1,0.01,1,0.001,0.98,50,60,133,18,58,3,7,10,36,1,0,6,20,1,8,4,19,2,0,18,58,3,7,10,36,1,0,-7636,0.0,19,1,6675,20,0,0,0
5,True,reg_26,request_scratch,cau100_afr0_asi0_26,regional_26,50,150,912,70,0,1,0.01,1,0.001,0.98,50,3,58,8,17,2,4,3,24,0,0,0,2,0,0,0,0,0,1,8,17,2,4,3,24,0,0,-168,0.0,0,0,168,0,0,0,0
6,True,reg_26,request_scratch,cau100_afr0_asi0_26,regional_26,50,150,912,70,0,1,0.01,1,0.001,0.98,50,6,95,14,36,1,3,10,28,1,2,2,0,0,0,0,4,0,0,14,36,1,3,10,28,1,2,-571,0.0,0,2,549,2,0,0,0
7,True,reg_26,request_scratch,cau100_afr0_asi0_26,regional_26,50,150,912,70,0,1,0.01,1,0.001,0.98,50,87,61,9,19,1,4,2,26,0,0,3,25,0,9,3,45,0,2,9,19,1,4,2,26,0,0,-5641,0.0,47,1,3280,48,0,0,0
8,True,reg_26,request_scratch,cau100_afr0_asi0_26,regional_26,50,150,912,70,0,1,0.01,1,0.001,0.98,50,84,129,18,50,5,3,10,42,0,1,6,22,4,2,5,43,1,1,18,50,5,3,10,42,0,1,-10199,0.0,33,1,8538,34,0,0,0
9,True,reg_26,request_scratch,cau100_afr0_asi0_26,regional_26,50,150,912,70,0,1,0.01,1,0.001,0.98,50,62,72,12,21,3,6,7,23,0,0,6,23,0,6,7,17,0,3,12,21,3,6,7,23,0,0,-4557,0.0,26,2,3235,28,0,0,0
10,True,reg_26,request_scratch,cau100_afr0_asi0_26,regional_26,50,150,912,70,0,1,0.01,1,0.001,0.98,50,55,114,23,39,3,4,8,33,0,4,1,26,0,7,0,20,0,1,23,39,3,4,8,33,0,4,-5902,0.0,17,0,5052,17,0,0,0
11,True,reg_26,request_scratch,cau100_afr0_asi0_26,regional_26,50,150,912,70,0,1,0.01,1,0.001,0.98,50,62,74,12,28,0,3,5,23,0,3,5,28,0,4,8,15,0,2,12,28,0,3,5,23,0,3,-4604,0.0,26,2,3282,28,0,0,0
12,True,reg_26,request_scratch,cau100_afr0_asi0_26,regional_26,50,150,912,70,0,1,0.01,1,0.001,0.98,50,31,112,17,47,5,4,10,26,0,3,4,10,0,5,1,9,2,0,17,47,5,4,10,26,0,3,-3140,0.0,2,3,3007,5,0,0,0
